Key;Tekst_Mikkel_Peter;Tekst_bem
ID1941112010;pillet tag af for Bertel;
ID1941112110;lagt asbest på for Bertel;
ID1941112210;lagt asbest på for Bertel;
ID1941112310;tåge;
ID1941112410;lagt asbest på for Bertel;
ID1941112510;lagt asbest på for Bertel færdig;
ID1941112610;stanget ål 13;
ID1941112710;stanget ål 14;
ID1941112810;stanget ål 16;
ID1941112910;mine pæle op, stanget ål 10;
ID1941113010;Kristian og Oda;
ID1941110100;;
ID1941110200;;
ID1941110300;;
ID1941110400;;
ID1941110500;;
ID1941110700;;
ID1941111900;;
ID1941120110;stænget op hjh;
ID1941120210;får fra Vejrø hjem;
ID1941120310;i Nordby assurancelisten;
ID1941120510;stanget ål 22;
ID1941120710;søndag i Pillemark i biografen;
ID1941120810;ved Klara og Magda hjem;
ID1941120910;gjort op Valdemar, slagtet gris og kalv Bertel;
ID1941121010;røgtet torskeruser, Verna her;
ID1941121110;lagt tag for Bertel;
ID1941121210;lagt tag for Bertel;
ID1941121310;lagt tag for Bertel 1/2;
ID1941121410;søndag, fødselsdag Jens;
ID1941121510;slagtet gris K. Martin;
ID1941121610;ved Klara, hjem;
ID1941121710;lagt tag for Bertel færdig;
ID1941122310;til Pillemark;
ID1941122410;ved Jens;
ID1941122510;hjem i kirke;
ID1941122810;søndag, får fra Kh, Lh;
ID1941122910;får fra Hjh;
ID1941123010;i Kåsen;
ID1941120400;;
ID1941120600;;
ID1941121800;;
ID1941121900;;
ID1941122000;;
ID1941122100;;
ID1941122200;;
ID1941122600;;
ID1941122700;;
ID1941123100;;
ID1942010210;hjem Knud med;
ID1942010610;Jens her;
ID1942010710;Verna her;
ID1942010810;i Nordby;
ID1942010910;frost;
ID1942011010;frost;
ID1942011510;Klara her;
ID1942012210;K.V. Knud her;
ID1942012310;9 grader, K. Martin her;
ID1942012410;10 gr.;
ID1942012510;sne, 18 gr.frost, 35 gr. I Gribskov;
ID1942012610;20 gr. Her, 29 gr. Gribskov;
ID1942012710;16 gr. Sne, fedt;
ID1942012810;11 gr. Fyge;
ID1942012910;10 gr.;
ID1942013010;10 gr.;
ID1942013110;7 gr. Sne;
ID1942010101;31 gr. I Løndal, højeste temp. I Danmark;
ID1942010101;is overalt;
ID1942010100;;
ID1942010300;;
ID1942010400;;
ID1942010500;;
ID1942011100;;
ID1942011200;;
ID1942011300;;
ID1942011400;;
ID1942011600;;
ID1942011700;;
ID1942011800;;
ID1942011900;;
ID1942012000;;
ID1942012100;;
ID1942020110;til Kåsen, 6 gr. Frost;(KM fødselsdag)
ID1942020210;Kåsen;
ID1942020310;til Pillemark;
ID1942020410;hjem, 9 gr. Frost;
ID1942020510;på Hsh, 5 gr. Frost;
ID1942020610;7 gr. Frost;
ID1942020710;på Hsh, 14 gr. Frost;
ID1942020810;fygesne, vind vest, 6 gr. Frost;
ID1942020910;kastet sne 1/2, 3 gr. Frost;
ID1942021010;snestorm om morgenen 0 gr;
ID1942021110;Jens her, roer og kartofler op Herman, 14 gr. Frost;
ID1942021210;slagtet en kalv Bertel tø;
ID1942021310;snevejr 1 gr. Michael Rasmussen død;
ID1942021410;5 gr. Frost;
ID1942021510;søndag, Fastelavn 5 gr. Frost i kirke, nordøst;
ID1942021610;rimfrost 7 gr;
ID1942021710;Karl M med jollen, 6 gr. Frost;
ID1942021810;Mogensen død, 9 gr. frost;
ID1942021910;El? lig over isen fra Hou, 11 gr. Frost;
ID1942022010;1 rm træ, 12 gr. Frost, Henry Svenningsen død;
ID1942022110;7 gr. frost;
ID1942022210;6 gr. Frost;
ID1942022310;6 gr. frost;
ID1942022410;8 gr. Frost, syet sejl for Gylling;
ID1942022510;8 gr. Frost;
ID1942022610;12 gr. Frost;
ID1942022710;14 gr. Frost;
ID1942022810;6 gr. frost,;
ID1942030110;søndag tø;
ID1942030210;12 gr. Frost;
ID1942030310;13 gr. Frost;
ID1942030410;12 gr frost;
ID1942030510;snestorm, 15 gr. Frost;
ID1942030610;12 gr. frost;
ID1942030710;10 gr. Frost;
ID1942030810;til Tranebjerg, Ballen, Kåsen, 5 gr. Frost;
ID1942030910;Hjalmargård brændt, til Pillemark, 2 gr. Frost;
ID1942031010;hjem. M J. Bertelsen død;
ID1942031110;2;
ID1942031210;9 øst;
ID1942031310;10 syd;
ID1942031410;7 sydøst;
ID1942031510;søndag, 4 gr. Frost islag;
ID1942031610;tø;
ID1942031810;islag, snestorm;
ID1942031910;snestorm 6 gr. Frost;
ID1942032010;6 gr. Frost kastet sne;
ID1942032110;slagtet en kalv, 8 gr. Frost, Bertel;
ID1942032210;5 gr. Frost;
ID1942032710;tænderne ud;
ID1942033010;slagtet en kalv Hsh;
ID1942031700;;
ID1942032300;;
ID1942032400;;
ID1942032500;;
ID1942032600;;
ID1942032800;;
ID1942032900;;
ID1942033100;;
ID1942040210;skærtorsdag;
ID1942040310;langfredag, snevejr øst;
ID1942040610;isen væk til havnen;
ID1942041110;til Pillemark;
ID1942041210;søndag, hugget træ Karl Lemann, i Kåsen;
ID1942041310;hugget træ Verna, hjem;
ID1942041410;sat enåleruse torskeruse;
ID1942042110;klippet får Kgh;
ID1942042310;ved Herman;
ID1942042410;ved Herman;
ID1942040100;;
ID1942040400;;
ID1942040500;;
ID1942040700;;
ID1942040800;;
ID1942040900;;
ID1942041000;;
ID1942041500;;
ID1942041600;;
ID1942041700;;
ID1942041800;;
ID1942041900;;
ID1942042000;;
ID1942042200;;
ID1942042500;;
ID1942042600;;
ID1942042700;;
ID1942042800;;
ID1942042900;;
ID1942043000;;
ID1942050110;Bededag;
ID1942050610;klippet får Brattingsborg;
ID1942050710;klippet får Brattingsborg 1/2;
ID1942050910;klippet 5 får J. G. Holm;
ID1942051010;søndag, klippet et får Bertel, jollen i vandet, Peter og Klara;
ID1942051210;ved Herman;
ID1942051310;ved Herman;
ID1942051410;kristihimmelfart;
ID1942051510;ved Herman;
ID1942051610;ved Herman;
ID1942051710;ved Herman;
ID1942051810;ved Herman;
ID1942051910;ved Herman;
ID1942052010;lavet pram, Aksel hsh, 36 får Kyholm, 35 lam;
ID1942052110;38 får, 30 kvier Vejrø;
ID1942052210;28 får Hjh, 43 lam, 16 kvier Lindholm, slagtet en gris Hsh;
ID1942052310;ved Klara;
ID1942052410;søndag, pinse i Kåsen;
ID1942052510;Pillemark hjem;
ID1942052610;pløjet for Georg;
ID1942052710;klippet får 16 Lykkensprøve;
ID1942052810;lavet tegner 1/2;
ID1942052910;lavet tegner 1, Aksel;
ID1942053010;pløjet for Georg, lavet tegner 1/2;
ID1942050200;;
ID1942050300;;
ID1942050400;;
ID1942050500;;
ID1942050800;;
ID1942051100;;
ID1942053100;;
ID1942060110;lavet tegner Aksel;
ID1942060210;kalket køkkenet, gangen og soels;
ID1942060310;kalket mit hus;
ID1942060410;to læs top 14 kr, tjæret, malket Hsh;
ID1942060510;lavet tegner Aksel 1/2, Jens Grethe her;
ID1942060610;malet vinduer inde;
ID1942060710;søndag, Kristian og Oda;
ID1942060910;tjæret taget;
ID1942061010;malet Vinduer;
ID1942061110;med Valdemar på Hjh;
ID1942061210;i Kåsen, Pillemark, sidste gang damper, Jenses dreng født;
ID1942061310;klippet får Revet;
ID1942061410;i kirke, søndag;
ID1942061510;vasket tøj Verna Knud her;
ID1942061910;tjæret prammen, Karl Martin her;
ID1942062210;til Erlings fødselsdag;
ID1942062310;kartofler op Hsh;
ID1942062410;kartofler op Hsh;
ID1942062510;kartofler op Hsh 1/2;
ID1942062610;i B. skov;
ID1942062710;hjem fra Pillemark, kartofler op Herman;
ID1942062810;søndag, tjæret gamle pram;
ID1942063010;kalket for Bertel;
ID1942060800;;
ID1942061600;;
ID1942061700;;
ID1942061800;;
ID1942062000;;
ID1942062100;;
ID1942062900;;
ID1942070110;kartofler op Hsh;
ID1942070210;kartofler op Hsh Herman;
ID1942070310;kalket for Bertel;
ID1942070410;kalket for Bertel;
ID1942070510;søndag;
ID1942070610;kalket for Bertel;
ID1942070710;kalket for Bertel;
ID1942070810;kalket for Bertel;
ID1942070910;kalket for Bertel;
ID1942071910;søndag, i Kåsen, fest ved Ballen;
ID1942072010;hjem;
ID1942072310;V erna ferniseret;
ID1942072610;Barselgilde Jens;
ID1942072710;hjem;
ID1942072810;malet vinduer Verna;
ID1942072910;malet vinduer Verna;
ID1942073010;malet vinduer Verna hjem;
ID1942071000;;
ID1942071100;;
ID1942071200;;
ID1942071300;;
ID1942071400;;
ID1942071500;;
ID1942071600;;
ID1942071700;;
ID1942071800;;
ID1942072100;;
ID1942072200;;
ID1942072400;;
ID1942072500;;
ID1942073100;;
ID1942080110;Karl M, Stinne børn;
ID1942080210;Niels M, begravet;
ID1942080410;Karl M, Stinne børn hjem;
ID1942080510;lagt loft på Hsh 1/2;
ID1942080610;lagt loft på Hsh 1/2;
ID1942080810;i Pillamark;
ID1942080910;hjem med 2 høns;
ID1942081210;laver bund brædder;
ID1942081310;Valdemars pram;
ID1942081410;Roret i stand;
ID1942081510;lister om båden;
ID1942081610;søndag;
ID1942081710;høstet for Verna;
ID1942081810;ved Kåsen;
ID1942081910;mål på tænder;
ID1942082010;torden og regn 36 mm;
ID1942082110;slået pæle Hans;
ID1942082210;passet tænder;
ID1942082310;søndag, fødselsdag Peter;
ID1942082510;ved V og C, arbejde havnen 35?;
ID1942082610;fået mine tænder;
ID1942082710;kartofler op Georg;
ID1942082810;høstet for Herman;
ID1942082910;høstet for Herman;
ID1942083010;søndag;
ID1942083110;roret i stand;
ID1942080300;;
ID1942080700;;
ID1942081000;;
ID1942081100;;
ID1942082400;;
ID1942090110;kartofler op i haven;
ID1942090210;Verna gjort rent i køkken;
ID1942090310;Agnes Klara her;
ID1942090410;høstet for Herman;
ID1942090510;høstet for Herman færdig;
ID1942090810;kartofler op Georg;
ID1942091110;vasket lam Yderstholm;
ID1942091210;klippet lam Yderstholm;
ID1942091410;2 ol sild Klara;
ID1942091510;40 sild;
ID1942091610;ved Georg 4 timer;
ID1942091710;tærsket for Herman 1/2;
ID1942091810;140 spegesild, tærsket for Herman;
ID1942091910;regn 1 sild;
ID1942092010;søndag;
ID1942092110;Oda på sygehuset;
ID1942092210;tærsket for Herman   ;
ID1942092310;Tærsket for Andreas;
ID1942092410;Tærsket for Andreas;
ID1942092510;38 sild, Karl og Verna her;
ID1942092610;16 sild;
ID1942092710;sygehus, i Pillemark, Klara, søndag;
ID1942092810;M Bejer;
ID1942092910;regn   ;
ID1942093010;tærsket for Gudmann;
ID1942090600;;
ID1942090700;;
ID1942090900;;
ID1942091000;;
ID1942091300;;
ID1942100110;tærsket for Bertel;
ID1942100210;tærsket for Bertel;
ID1942100310;tærsket for Bertel;
ID1942100410;søndag, 35 sild Jens, ved Oda sygehuset;
ID1942100510;60 sild, tærsket for Bertel;
ID1942100610;20 sild Agnes, tærsket for Bertel;
ID1942100710;tærsket for Bertel færdig;
ID1942101010;70 sild;
ID1942101110;søndag, sild Verna i kirke;
ID1942101210;fået 2 tons tørv;
ID1942101310;på Vejrø ingen kv ier fanget;
ID1942101410;klippet får, 8 Jens Holm, P Skødt 2;
ID1942101510;storm;
ID1942101610;Brand i Besser, Ernst Jensen hus, 3 tl. Brandt;
ID1942101810;søndag, Karl Martin Svend, 2 ol sild, Hsh;
ID1942101910;2 hunde, 20 mand fanget 9 kvier Vejrø;
ID1942102010;35 mand, 5 hunde fanget 17 kvier;
ID1942102110;blæst og regn;
ID1942102210;røgtet åleruser;
ID1942102310;på sygehuset ved Oda;
ID1942102410;14 sild Hansen, Verna og Agnes børn;
ID1942102510;søndag;
ID1942102610;røgtet ruser, Jens ? Begravet;
ID1942102710;sat ruser;
ID1942102810;3 kvier, får tilbage fra Vejrø;
ID1942102910;folden i stand Hjh;
ID1942103010;80 kvier, plage, 2 tilbage hjh;
ID1942103110;klippet får hjh;
ID1942100800;;
ID1942100900;;
ID1942101700;;
ID1942110110;røgtet ruser;
ID1942110210;klippet får Kyholm;
ID1942110310;klippet får Brattingsborg;
ID1942110410;i Kåsen, røgtet ruser;
ID1942110510;den sidste kvie på Vejrø skudt;
ID1942110610;storm sydøst;
ID1942110810;i kirke;
ID1942110910;fanget 1 kvie snare;
ID1942111010;fanget ingen, 23 kg ål 2,25øre;
ID1942111110;den sidste- hunden tog den, i Pillemark;
ID1942111210;slagtet gris Kåsen;
ID1942111310;slagtet gris Kåsen;
ID1942111410;hjem fra Kåsen;
ID1942111510;søndag, Oda og Kristian;
ID1942111610;klippet får R.J. Makne;
ID1942111710;klippet får R.J. Makne;
ID1942111810;slået græs Georg 3 timer, ved Herman 1;
ID1942111910;Vernas pige født Marie, jord på roer Herman;
ID1942112010;?;
ID1942112410;ruserne op, gjort Valdemar, 12,30;
ID1942112510;pælene op;
ID1942112710;i Tranebjerg Pillemark;
ID1942112810;storm højvande;
ID1942112910;søndag, snestorm nord;
ID1942113010;frost;
ID1942110700;;
ID1942112100;;
ID1942112200;;
ID1942112300;;
ID1942112600;;
ID1942120110;tø toskeruserne op, snestorm nordøst;
ID1942120210;får fra Hjr 8, Kyholm, højvande;
ID1942120310;i Pillemark;
ID1942120610;KM pige født Ninna;
ID1942120810;ved Georg;
ID1942120910;ruskvejr;
ID1942121010;ved Georg;
ID1942121110;ved Georg;
ID1942121210;Karla bryllup, ruskvejr;
ID1942121310;søndag i kirke, Benzons dreng døbt;
ID1942121410;i Tranebjerg Kåsen;
ID1942121510;Pillemark, hjem, gravet have;
ID1942121610;regnvejr gravet have;
ID1942121710;ved Georg;
ID1942121810;ved Georg;
ID1942121910;ved Georg;
ID1942122110;ved Georg;
ID1942122210;ved Georg;
ID1942122310;til Pillemark, grave;
ID1942122410;ved Lehmans;
ID1942122510;hjem i kirke;
ID1942122710;sødag, barnedåb Marie;
ID1942122810;frost vasket tøj;
ID1942122910;tøsne;
ID1942123010;tøsne;
ID1942123110;til Kåsen;
ID1942120400;;
ID1942120500;;
ID1942120700;;
ID1942122000;;
ID1942122600;;
ID1943010110;fraKåsen til Ballen;
ID1943010210;klippet får Makne, snevejr;
ID1943010310;søndag, hjem fra Ballen, frost;
ID1943010510;lappe garn frost;
ID1943010610;sy frost;
ID1943010710;sy frost;
ID1943010810;sy frost;
ID1943010910;sy frost;
ID1943011010;søndag på Hesselholm;
ID1943011110;en minestryger i havn, blæst sydøst 5 gr. Frost;
ID1943011210;blæst sydøst 7 gr. Frost;
ID1943011310;blæst sydøst 4 gr. Frost sne;
ID1943011410;sne tø;
ID1943011510;tøsne;
ID1943011610;tø;
ID1943011710;søndag i kirke, frysepunkter;
ID1943011810;frysepunktet;
ID1943011910;stanget ål, frost 9 ål;
ID1943012010;stanget ål 27;
ID1943012110;regn;
ID1943012310;Knud her;
ID1943012410;søndag, nordøst 3 gr. Frost;
ID1943012510;syd 1 gr. Frost, 2 B træ 13 kr;
ID1943012610;frysepunktet;
ID1943012710;ved Georg 1/23 regn;
ID1943012810;v ed Georg;
ID1943012910;ved Georg;
ID1943013010;ved Georg 1/2 regn;
ID1943013110;søndag til Pillemark;
ID1943010400;;
ID1943012200;;
ID1943020110;i Kåsen, rregn;
ID1943020210;hjem;
ID1943020310;stanget ål 1/2, 9;
ID1943020410;syet sejl KM;
ID1943020510;bundet top sammen;
ID1943020610;regn storm sydv est;
ID1943020810;ved Georg 1/2;
ID1943020910;ved Georg 1/2;
ID1943021010;arbejde ved havn 1/2, jord på graven;
ID1943021110;ved Georg ;
ID1943021210;regn storm ;
ID1943021310;storm højvande;
ID1943021410;søndag, Oda og Kristian;
ID1943021510;blæst byger;
ID1943021610;Emberg død;
ID1943021710;i Ballen Pillemark;
ID1943021810;savet brænde blæst;
ID1943021910;ved Georg;
ID1943022010;storm højvande;
ID1943022110;søndag;
ID1943022210;Pastor Therkildsen død, stanget ål 8;
ID1943022310;stanget ål 15;
ID1943022410;ved Georg;
ID1943020700;;
ID1943022500;;
ID1943022600;;
ID1943022700;;
ID1943022800;;
ID1943030110;Agnes, Elly hjem;
ID1943030210;ved Herman;
ID1943030310;ved Herman, 10 kr;
ID1943030510;ved Georg, 40 kr;
ID1943030710;søndag i kirke fastelavn;
ID1943030910;lavet ? Jolle, stanget 12 ål;
ID1943031010;ved Ballen, Teglværket, Kåsen, Pillemark;
ID1943031110;ved Ballen, Teglværket, Kåsen, Pillemark;
ID1943031210;sat kartofler;
ID1943031310;sat kartofler, rim, stanget 9 ål;
ID1943031410;Oda her;
ID1943031510;sat kartofler Georg 1/2, gjort op Georg;
ID1943031610;arbejde jollen;
ID1943031710;slået pæle Gylling;
ID1943031810;storm sydøst;
ID1943031910;storm sydøst Emborg herud;
ID1943032010;storm sydøst;
ID1943032110;søndag, Jens, 2 R top;
ID1943032210;Erling hjem;
ID1943032310;folketingsvalg;
ID1943032410;lavet stang Hsh;
ID1943032510;sat 9 åleruser;
ID1943032610;KM sejlet med jollen, fødselsdag Hsh;
ID1943032710;lavet stang færdig, været i Nordby;
ID1943032810;søndag, slået pæle Gylling;
ID1943032910;slået pæle Gylling;
ID1943033010;blæst sydvest;
ID1943033110;vasket tøj, storm vest;
ID1943030400;;
ID1943030600;;
ID1943030800;;
ID1943040110;ved Georg lavet beholder;
ID1943040210;ved Georg lavet beholder 1/2 lav et ruser;
ID1943040310;Hermans båd i land, slået pæle Gylling færdig;
ID1943040410;søndag, hængt garn for Gylling, Knud med;
ID1943040510;60 kr. Gylling, 55 k sild;
ID1943040610;blæst vest;
ID1943040710;til Pillemark snevejr;
ID1943040810;kåsen, frost, hjem;
ID1943040910;røgtet ruser;
ID1943041210;Pillemark grav e;
ID1943041310;Pillemark grav e;
ID1943041410;klippet 6 får KG Holm;
ID1943041510;lavet gavl istand, røgtet ruser;
ID1943041610;ved Georg sætte kartofler 1/2;
ID1943041710;ved Georg sætte kartofler 1/2;
ID1943041910;kalket huset;
ID1943042010;Hansine, KM, Stine her;
ID1943042110;Verna Marie her;
ID1943042210;Verna Marie her;
ID1943042310;Verna Marie her hjem;
ID1943042410;sat 6 får, 5 lam KG Holm på holmene;
ID1943042510;påske i Ballen Kåsen;
ID1943042610;Pillemark hjem;
ID1943042710;blæst vest;
ID1943042810;slået stænge Hjh;
ID1943042910;lavet hegn istand Vejrø;
ID1943041000;;
ID1943041100;;
ID1943041800;;
ID1943043000;;
ID1943050210;søndagf, Kristian, Oda, Erling, Klara, Ena;
ID1943050310;slået stænge Lindholm 1/2;
ID1943050410;8 plage, 72 kvier Hjh;
ID1943050510;valg, sat klinker i motorprammen 6 timer;
ID1943050610;klippet får Brattingsborg;
ID1943050710;klippet får Brattingsborg;
ID1943050810;klippet  får JG Holm 5 i Kåsen;
ID1943050910;søndag, hjem, regn;
ID1943051210;28 kvier Vejrø, 15 Lindholm;
ID1943051410;35 får, 5 lam HJh. 32 får 23 lam Vejrø, 51 får 38 lam Kyholm;
ID1943051510;vasket tøj;
ID1943051610;søndag;
ID1943051710;i Nordby;
ID1943051810;i Pillemark, klippet 3 får Ole Bryder;
ID1943051910;hjem, ved Georg 1/2;
ID1943052010;ved Georg;
ID1943052110;bededag i kirke;
ID1943052210;ved Georg 1/2 kartofler op;
ID1943052310;malet vinduer;
ID1943052410;kalket gården;
ID1943052510;kalket gården;
ID1943052610;klippet får Revet;
ID1943052710;kalket gården;
ID1943052810;kalket gården, 1/2, fødselsdag Maren;
ID1943052910;kalket på gården;
ID1943053110;kalket på gården;
ID1943050100;;
ID1943051000;;
ID1943051100;;
ID1943051300;;
ID1943053000;;
ID1943060110;kalket færdig på gården, 8 m regn;
ID1943060210;sat papir på væggen, gjort op Valdemar 91 kr;
ID1943060510;kartofler op Hsh 1/2;
ID1943060610;malet pram;
ID1943060710;kartofler Hsh;
ID1943060810;regn;
ID1943060910;kartofler opm Georg 1/2;
ID1943061010;Agnes kom herud;
ID1943061110;tjæret taget;
ID1943061310;pinse, Oda, Kristian Bryllup;
ID1943061410;K. Øster begravet;
ID1943061510;Agnes hjem, Oda, Kristian flytte, K. Christiansen begravet;
ID1943061710;i Tranebjerg, 7 ks, kartofler op Verna;
ID1943061810;skuffet have Verna hjem;
ID1943061910;regn;
ID1943062010;malet pram, søndag;
ID1943062110;tjæret taget udhus;
ID1943062710;i Pillemark Kåsen;
ID1943060300;;
ID1943060400;;
ID1943061200;;
ID1943061600;;
ID1943062200;;
ID1943062300;;
ID1943062400;;
ID1943062500;;
ID1943062600;;
ID1943062800;;
ID1943062900;;
ID1943063000;;
ID1943070410;søndag, betalt sparekoger istand, i Ballen fest;
ID1943071110;Georg Klemmensen druknet, i kirke, Oda Kristian;
ID1943071310;Verna Karl Knud her;
ID1943072910;1 1/2 tons tørv;
ID1943073010;i Pillemark;
ID1943073110;plukket kirsebær Verna, til Kåsen;
ID1943070100;;
ID1943070200;;
ID1943070300;;
ID1943070500;;
ID1943070600;;
ID1943070700;;
ID1943070800;;
ID1943070900;;
ID1943071000;;
ID1943071200;;
ID1943071400;;
ID1943071500;;
ID1943071600;;
ID1943071700;;
ID1943071800;;
ID1943071900;;
ID1943072000;;
ID1943072100;;
ID1943072200;;
ID1943072300;;
ID1943072400;;
ID1943072500;;
ID1943072600;;
ID1943072700;;
ID1943072800;;
ID1943080110;søndag i Tranebjerg, Sirkus hjem;
ID1943080210;kartofler op Georg;
ID1943080310;kartofler op Georg 1,5 time, høstet for Herman;
ID1943080410;høstet for Herman, muret, regn;
ID1943080510;åleruser op, småregn;
ID1943080610;begravelse Victor Viller;
ID1943080710;bryllup Inger og Eigil;
ID1943080810;søndag, fødselsdag Karl;
ID1943080910;hjem;
ID1943081010;vasket tøj, storm nordvest;
ID1943081110;høstet for Herman, Klara herud, børn, regn;
ID1943081210;Klara hjem, blæst;
ID1943081310;høstst færdig Herman 24 kr.;
ID1943081410;Svend herud;
ID1943081710;sat sildegarn 55 sild;
ID1943081810;Oda her, til Kåsen med Svend ;
ID1943081910;møde med 68 Nielsen hjem;
ID1943082010;malet for Georg 1/2;
ID1943082110;gjort op Georg 36 kr. malet for Georg;
ID1943082210;tordenvejr om natten, i Stavns ild løs, Svned Vestergårds gård brandt;
ID1943082310;savet træ;
ID1943082410;tærsket for Bertel;
ID1943082510;tærsket for Bertel, tordenvejr;
ID1943082610;tærsket for Bertel;
ID1943082710;Bertel syg, regn;
ID1943082810;tærsket for Bertel;
ID1943082910;søndag, høstprædiken, Kristian og Oda;
ID1943083010;regn, ved Georg 1/2;
ID1943083110;tærsket for Sofus;
ID1943081500;;
ID1943081600;;
ID1943090110;tærsket for Gudmann;
ID1943090210;på Vejrø med Peter, pillet løg hsh;
ID1943090310;Pillet løg hsh;
ID1943090410;tærsket for Andreas;
ID1943090510;søndag;
ID1943090610;tærsket for Andreas;
ID1943090710;tærsket for Herman 1/2;
ID1943090810;tærsket for herman ;
ID1943090910;Marius Nielsen, Egon død;(minesprængt)
ID1943091010;tærsket for Bertel;
ID1943091110;tærsket for Bertel;
ID1943091210;søndag, Kristian og Oda, til Pillemark med hønen;
ID1943091310;hjem med 3 kyllinger, tærsket for Bertel;
ID1943091410;torden regn  38 mm regn, været i Nordby;
ID1943091510;torden og regn, sat 4 åleruser;
ID1943091610;tærsket for Bertel;
ID1943091710;tærsket for Bertel færdig;
ID1943091810;arbejdet ved Valdemars prm 5 timer, sat åleruser;
ID1943092010;vasket Yderholm;
ID1943092110;vasket får Hjh;
ID1943092210;klippet får, lam Yderstholm;
ID1943092310;regn storm;
ID1943092410;klippet får Hjh;
ID1943092510;får fra Vejrø til Lindholm, kvierne hjem fra Lingholm;
ID1943092610;søndag, røgtet åleruser, Knud her;
ID1943092710;vasket får Kyholm 44;
ID1943092810;vasket får Lindholm 34;
ID1943092910;klippet får Kyholm;
ID1943093010;klippet får Lindholm;
ID1943091900;;
ID1943100110;På Hjh med grev en skyde, 28 harer, 56 høns;
ID1943100210;klippet får revet;
ID1943100310;søndag, konfirmation Åse;
ID1943100410;klippet 5 får A Jensen, hjem i regn;
ID1943100610;Verna, K Martin her;
ID1943100710;Agnes her, radiobatterier, sat sildegarn 3 sild;
ID1943100810;Vejrø efter kvier 50 mand 20 kvier;
ID1943100910;flyvemaskiner, Antons gård, Signes hus brandt;
ID1943101010;i kirke;
ID1943101110;Skiftet får Ydersholm 3 timer;
ID1943101210;Ved Georg lavet laag;
ID1943101310;til Pillemark klippet får, Ole 6, Roland 1;
ID1943101410;i Kåsen om natten, hjem;
ID1943101510;røgtet ruser, lappet ruser, gjort op Valdemar, 144,1 kr;
ID1943101610;sat åleruser, Bertel stak revet af;
ID1943101810;Verna og Karl på gården, Knud med herud;
ID1943101910;plagene fra Hjh, lavet fold Knud med;
ID1943102010;lavet fold;
ID1943102110;røgtet ruser ;
ID1943102210;lappet ruser, storm;
ID1943102310;røgtet ruser;
ID1943102410;søndag, Agnes, Michael, Klara, Peter, Oda, Kristian her, Knud hjem;
ID1943102510;røgtet ruser;
ID1943102610;savet brænde;
ID1943102710;Hansine her;
ID1943102910;tjæret taget markhuset;
ID1943100500;;
ID1943101700;;
ID1943102800;;
ID1943103000;;
ID1943103100;;
ID1943110310;80 pund fisk Kåsen 14 kr;
ID1943110510;røgtet ruser;
ID1943110610;kvier fra Hjh;
ID1943110710;søndag, Ballen, Kåsen, Pillemark;
ID1943110810;Tranebjerg hjem;
ID1943110910;røgtet ruser;
ID1943111110;sement i Annas hønsehus 1/2;
ID1943111210;jord på Hermans roer 1/2 regn;
ID1943111310;storm højvande jord på Hermans roer;
ID1943111410;søndag åleruser op;
ID1943111510;til Kåsen;
ID1943111610;slagtet gris;
ID1943111710;klippet 1 får JG Holm, hjem til bryllup Marinus, Agnete;
ID1943111810;til Tranebjerg;
ID1943111910;i Pillemark;
ID1943112010;hjem;
ID1943112510;saltet torsk;
ID1943112610;1 ruse og pæle op, fødselsdag Margrethe;
ID1943112710;får fra Hjh, Kyholm;
ID1943113010;får fra Yderstholm, Lindholm;
ID1943110101;23 kg s ål, 1,8 Kåsen;
ID1943110101;5kg S 450;
ID1943110100;;
ID1943110200;;
ID1943110400;;
ID1943111000;;
ID1943112100;;
ID1943112200;;
ID1943112300;;
ID1943112400;;
ID1943112800;;
ID1943112900;;
ID1943120110;lavet hegn, ved Georg hugget træ;
ID1943120210;på Vejrø skyde kaniner 120;
ID1943120310;ved Georg 1/2;
ID1943120410;sidste åleruse op 3 ål;
ID1943120510;Jens her, søndag;
ID1943120610;v ed Georg;
ID1943120710;lavet Georg sav;
ID1943120810;Oda her;
ID1943120910;ved Herman sorteret kartofler;
ID1943121010;blæst øst;
ID1943121110;stanget ål, gjort ? 50 kr;
ID1943121210;pæle op;
ID1943121410;i Ballen Kåsen Tranebjerg;
ID1943121510;i Pillemark, Ingers dreng født hjem;
ID1943121810;Søren pløjet haven;
ID1943122110;plukket gæs Hsh;
ID1943122310;til Pillemark;
ID1943122410;på Teglværket;
ID1943122510;frost hjem i kirke;
ID1943122610;søndag, Karl, Verns Kristian Oda her;
ID1943122710;stanget 7 ål;
ID1943122810;På Vejrø skudt kaniner 117;
ID1943123110;frost, til Kåsen;
ID1943121300;;
ID1943121600;;
ID1943121700;;
ID1943121900;;
ID1943122000;;
ID1943122200;;
ID1943122900;;
ID1943123000;;
ID1944010110;regnvejr i Pillemarkj;
ID1944010210;ved Klara hjem;
ID1944010510;frost stanget 9 ål, 20 kr. Valdemar;
ID1944010610;regnvejr Leo og Agnes her;
ID1944010710;hjem;
ID1944010910;søndag, på Hesselholm, gåsesteg;
ID1944011210;på gården til middagsselskab;
ID1944011310;Fr. sygehuset død, på Hsh fodre;
ID1944011410;sidste pæle op, efter brillerne;
ID1944011510;stanget 3 ål;
ID1944011610;søndag, Ingers Arne i kirke;
ID1944011710;ved Herman stak in d, stan get 3 ål;
ID1944012210;Jørgen Julius død;
ID1944012410;på hsh rødbeder;
